shopping_principal,qtd_clientes,valor_total,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,vip_quintis,vip_valor_quintis,vip_ticket_quintis,premium_quintis,premium_valor_quintis,premium_ticket_quintis,potencial_quintis,potencial_valor_quintis,potencial_ticket_quintis,pontual_quintis,pontual_valor_quintis,pontual_ticket_quintis,pct_valor
Garten Shopping,3338,4008096.56,3.0,3.0,3.0,9.0,1200.747920910725,538,1426813.24,2652.069219330855,833,1369542.07,1644.1081272509005,1213,963789.6,794.5503709810388,754,247951.65,328.8483421750663,19.47
Norte Shopping,3132,3659276.55,3.0,3.0,3.0,9.0,1168.3513888888888,378,784302.27,2074.8737301587303,1066,1518018.86,1424.0327016885553,1058,1128554.2,1066.6863894139885,630,228401.22,362.54161904761906,17.78
Nações Shopping,3316,3445628.76,3.000603136308806,2.999396863691194,2.999396863691194,8.999396863691194,1039.0919059107357,404,753022.66,1863.9174752475249,1150,1677074.56,1458.325704347826,1028,806950.37,784.9711770428015,734,208581.17,284.17053133514986,16.74
Neumarkt Shopping,2367,3366987.66,3.0,3.0,3.0,9.0,1422.470494296578,448,1556383.55,3474.070424107143,532,899236.0599999999,1690.2933458646614,765,700102.34,915.1664575163398,622,211265.71,339.6554823151125,16.36
Balneário Shopping,2023,3303183.78,3.0,3.0,3.0,9.0,1632.8145229856648,371,1518392.54,4092.7022641509434,498,945590.13,1898.7753614457831,625,645760.0,1033.216,529,193441.11,365.6731758034026,16.05
Continente Shopping,2291,2802548.86,3.0008729812309034,2.9991270187690966,2.9991270187690966,8.999127018769096,1223.2862767350503,412,1146534.64,2782.851067961165,561,856328.06,1526.4314795008913,755,608719.28,806.250701986755,563,190966.88,339.19516873889876,13.61
