perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,4453,66866737.77,15016.109986525938,7.9283629014147765,27.04,78.11
Premium,2615,9354341.75,3577.186137667304,3.573996175908222,15.88,10.93
Potencial,4066,6655098.86,1636.7680423020167,3.0632070831283817,24.69,7.77
Pontual,5333,2729541.39,511.8209994374649,2.0855053440840052,32.39,3.19
