dia_semana,valor,transacoes
Domingo,1468118.66,5373
Quarta,414108.24,1567
Quinta,636345.63,2452
Sabado,1356027.84,5046
Segunda,673534.94,2556
Sexta,931438.4400000001,3431
Terca,626611.61,2065
