sigla,genero,qtd_clientes,pct_clientes,valor_total
BS,Feminino,1096,66.18357487922705,1056318.41
BS,Masculino,557,33.63526570048309,613239.0
BS,Outro,3,0.18115942028985507,2484.46
CS,Feminino,993,71.95652173913044,1235142.6400000001
CS,Masculino,386,27.97101449275362,466251.94000000006
CS,Outro,1,0.07246376811594203,1493.69
NK,Masculino,553,29.79525862068966,561642.71
NK,Feminino,1301,70.09698275862068,1415657.73
NK,Outro,2,0.10775862068965517,634.8
GS,Feminino,558,61.72566371681416,437331.33
GS,Masculino,346,38.27433628318584,341842.11
NR,Outro,4,0.1738374619730552,4609.360000000001
NR,Masculino,731,31.768796175575837,830208.95
NR,Feminino,1565,68.01390699695784,1533238.83
NR,Nao Informado,1,0.0434593654932638,69.97
NS,Feminino,789,66.3582842724979,707720.8400000001
NS,Masculino,397,33.38940285954584,444724.82
NS,Nao Informado,1,0.08410428931875526,84.1
NS,Outro,2,0.16820857863751051,2275.2599999999998
