faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),303,130,0,0
25-39 (Millennials),2454,1171,1,4
40-54 (Gen X),2657,1246,0,6
55-69 (Boomers),642,320,0,2
70+ (Silent),91,51,0,0
Nao Informado,2,1,1,0
