faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),1290.8944846796658,1126.3748108108107,0.0,1106.25
Gen X (1965-1980),1228.937411111111,1393.7332352941175,0.0,724.992
Gen Z (1997-2012),793.3291349934469,969.2100852272728,84.1,0.0
Millennials (1981-1996),957.687149081855,985.3645107238607,0.0,1132.0220000000002
Nao Informado,346.28,0.0,69.97,0.0
Silent (antes 1946),2091.2384615384617,1024.035,0.0,0.0
