shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,5995,1656,1672041.87,1009.6871195652175,41.7238670694864,2315.9849999999997,166
Continente Shopping,CS,4389,1380,1702888.27,1233.9770072463768,41.76159420289855,2636.4790000000007,138
Neumarkt Shopping,NK,6510,1856,1977935.24,1065.6978663793104,43.59730458221024,2329.63,186
Garten Shopping,GS,2528,904,779173.4400000002,861.917522123894,39.7533185840708,1858.2170000000006,91
Norte Shopping,NR,7120,2301,2368127.11,1029.1730160799652,41.56241844280122,2059.16,231
Nações Shopping,NS,3597,1189,1154805.02,971.2405550883095,39.71993271656854,2353.7599999999998,119
