faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),463431.12,208379.34,0.0,2212.5
Gen X (1965-1980),2212087.34,1232060.18,0.0,3624.96
Gen Z (1997-2012),605310.13,341161.95,84.1,0.0
Millennials (1981-1996),3077048.81,1470163.85,0.0,5660.110000000001
Nao Informado,346.28,0.0,69.97,0.0
Silent (antes 1946),27186.100000000002,6144.21,0.0,0.0
