loja,valor,clientes
Vivara ,201108.37,68
CVC,130106.96,12
Brooksfield,118212.45,57
Renner,106091.48,342
Centauro,93898.28,214
Levi's,68934.73,103
Havan,68222.33,247
Vivo,62174.0,12
Riachuelo,55150.24,200
Pittol,53002.69,161
Hering,51460.72,149
Makenji,50860.67,60
Shoulder,49445.01,32
C&A,48815.6,162
Maze Skate,47010.89,40
Idéli Oui,43710.82,68
Padrao Joinville Ltda,40681.91,32
Samsung,38011.0,14
Adidas,33856.74,59
Damyller,30234.0,38
