sigla,faixa_etaria,qtd_clientes,pct_clientes,valor_total
BS,25-39 (Millennials),5602,39.76151607637164,6539257.1
BS,40-54 (Gen X),5626,39.931861736106185,7148075.379999999
BS,16-24 (Gen Z),861,6.111150542976791,840232.12
BS,55-69 (Boomers),1706,12.108737312797217,2190314.56
BS,70+ (Silent),264,1.8738022570799915,366346.09
BS,Nao Informado,30,0.21293207466818084,20302.61
CS,40-54 (Gen X),7227,38.30091684773968,14558593.96
CS,55-69 (Boomers),2362,12.517886480470613,4148492.26
CS,25-39 (Millennials),7655,40.56918755630929,12531114.540000001
CS,70+ (Silent),506,2.6816471461126716,1028313.7199999999
CS,16-24 (Gen Z),1084,5.744872542265091,1320401.96
CS,Nao Informado,35,0.18548942710265515,33419.899999999994
NK,25-39 (Millennials),4513,35.17811208979656,5540383.05
NK,40-54 (Gen X),5231,40.774807077714556,8446875.9
NK,16-24 (Gen Z),746,5.814950502767168,685712.4700000001
NK,55-69 (Boomers),1925,15.005066645880428,3215477.09
NK,70+ (Silent),402,3.1335256060487953,647326.8999999999
NK,Nao Informado,12,0.09353807779250137,15173.42
GS,25-39 (Millennials),2606,39.28248417244498,2579220.5599999996
GS,16-24 (Gen Z),456,6.8736810370817,455535.61000000004
GS,40-54 (Gen X),2698,40.66927946940006,3098603.7399999998
GS,55-69 (Boomers),772,11.637021404883932,1119179.1600000001
GS,70+ (Silent),96,1.4470907446487788,140715.71
GS,Nao Informado,6,0.09044317154054868,2909.8399999999997
NR,40-54 (Gen X),5723,40.169860321471184,8536954.190000001
NR,25-39 (Millennials),5706,40.05053695514845,6968827.73
NR,16-24 (Gen Z),904,6.345195479750123,881378.7799999999
NR,55-69 (Boomers),1659,11.644556748789219,2507704.09
NR,Nao Informado,22,0.15441847406471537,28341.61
NR,70+ (Silent),233,1.6354320207763038,575493.8099999999
NS,55-69 (Boomers),741,9.345440786984488,794687.8400000001
NS,25-39 (Millennials),3544,44.69668306217682,3664878.04
NS,40-54 (Gen X),2887,36.410644469668306,3408958.5599999996
NS,16-24 (Gen Z),659,8.311262454281751,550630.56
NS,70+ (Silent),80,1.0089544709294993,104046.35999999999
NS,Nao Informado,18,0.22701475595913734,10471.63
