faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
Boomers (1946-1964),613,4346515.99,7090.5644208809135,8.487953475491555
Gen X (1965-1980),2394,16015655.37,6689.914523809523,33.14871226806979
Gen Z (1997-2012),646,3794123.39,5873.256021671827,8.944890612018831
Millennials (1981-1996),3538,21973921.53,6210.831410401357,48.98919966768208
Nao Informado,6,29388.19,4898.031666666667,0.08307947936859596
Silent (antes 1946),25,124541.04,4981.6416,0.34616449736914984
