shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,54722,14089,17104527.86,1214.034201149833,41.49640799487872,2548.830000000001,1409
Continente Shopping,CS,65938,18869,33620336.34,1781.7762647729082,41.831421896570035,3918.058000000005,1887
Neumarkt Shopping,NK,53133,12829,18550948.83,1446.0167456543766,43.13435281267067,3180.6820000000007,1283
Garten Shopping,GS,19843,6634,7396164.619999999,1114.887642447995,41.16445383222692,2469.0339999999997,664
Norte Shopping,NR,50773,14247,19498700.210000005,1368.6179693970664,41.1893848857645,2729.8759999999997,1425
Nações Shopping,NS,27901,7929,8533672.99,1076.260939588851,39.4130956895462,2343.5279999999993,793
