Metrica,High Spenders,Demais Clientes
Qtd Clientes,7222.0,64993.0
Valor Total (R$),46284145.510000005,58420205.34
Ticket Medio (R$),6408.771186651898,898.8691911436616
Freq Media Compras,8.874965383550263,3.2036527010601143
Idade Media,43.1225865863366,41.45799295114364
% Feminino,63.41733591802825,63.60684996845814
% Masculino,36.47189144281363,36.16543320049851
