dia_semana,valor,transacoes
Domingo,193045.4,1178
Quarta,119622.3,658
Quinta,246122.54,1097
Sabado,206329.21,1109
Segunda,114255.14,548
Sexta,258798.89,1104
Terca,92924.24,482
