loja,valor,clientes
Renner,125665.14,360
Riachuelo,77562.41,238
Cassol Centerlar,71092.62,112
C&A,57182.55,218
Centauro,46404.12,122
Luz da Lua,40469.33,58
Vivara,38753.84,25
Colcci,37571.1,24
Samsung,36274.1,16
Beagle,29421.64,63
Arezzo,26983.649999999998,51
Livraria Catarinense ,25751.86,155
Cobasi,22910.61,134
Camicado,21998.95,57
Ri Happy,21973.3,96
FATIMA ESPORTES,21364.43,52
Calvin Klein e Tommy Hilfiger,21136.0,29
Pittol,21029.77,86
Empório Du Homem,21025.78,17
Youcom,19626.31,62
