faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),136,126294.17,8.37954405422058
Gen X (1965-1980),523,505274.77,32.224276032039434
Gen Z (1997-2012),135,109574.28,8.317929759704251
Millennials (1981-1996),826,826079.13,50.893407270486755
Nao Informado,1,518.5,0.06161429451632779
Silent (antes 1946),2,2812.75,0.12322858903265559
