loja,valor,clientes
Samsung,187150.99,44
Empório Du Homem,95508.0,39
Colcci,62790.35,48
Vivara,62194.45,26
Luz da Lua,59388.07,59
Renner,58710.83,140
Centauro,37297.55,92
Tokaia,30829.77,14
World Tennis,30645.14,10
C&A,25351.69,91
Cassol Centerlar,25190.32,41
Riachuelo,23515.83,77
FATIMA ESPORTES,22662.34,31
Damyller,21860.0,26
Beagle,21620.85,38
Cobasi,20032.82,112
Pittol,19069.34,60
Dudalina,17980.78,21
Békko,15914.73,17
JCanedo,14345.91,14
