faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),124,69,0,0
Gen X (1965-1980),620,286,0,1
Gen Z (1997-2012),263,85,1,0
Millennials (1981-1996),1074,403,0,0
Nao Informado,1,0,1,0
Silent (antes 1946),2,3,0,0
