sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,619,73.34123222748815,594595.0800000001
CS,Masculino,224,26.540284360189574,257802.50999999998
CS,Nao Informado,1,0.11848341232227488,239.91
BS,Feminino,415,76.7097966728281,479776.33999999997
BS,Masculino,125,23.10536044362292,163318.05
BS,Nao Informado,1,0.18484288354898337,1035.0
NK,Feminino,463,70.57926829268293,376044.37
NK,Masculino,193,29.42073170731707,201854.99
NR,Feminino,212,67.08860759493672,143220.63
NR,Masculino,104,32.91139240506329,87151.97
GS,Feminino,265,68.29896907216495,202557.34000000003
GS,Masculino,123,31.70103092783505,85839.03999999998
NS,Feminino,173,65.0375939849624,119805.08
NS,Masculino,92,34.58646616541353,76956.16999999998
NS,Outro,1,0.37593984962406013,592.48
