faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),93577.13,23793.54,0.0,0.0
25-39 (Millennials),722988.45,320873.75,1035.0,0.0
40-54 (Gen X),842201.48,388759.74,0.0,592.48
55-69 (Boomers),232852.42,115065.65,0.0,0.0
70+ (Silent),24317.52,24430.05,0.0,0.0
Nao Informado,61.84,0.0,239.91,0.0
