shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,3572,844,852637.5,1010.2340047393365,41.16844602609727,2279.9940000000024,85
Continente Shopping,CS,1673,541,644129.3899999999,1190.6273382624768,42.43438077634011,2659.9,55
Neumarkt Shopping,NK,2321,656,577899.36,880.9441463414634,44.195419847328246,1864.91,66
Garten Shopping,GS,908,316,230372.59999999998,729.0272151898733,40.151898734177216,1602.075,32
Norte Shopping,NR,1301,388,288396.38,743.2896391752578,41.66752577319588,1630.2450000000001,39
Nações Shopping,NS,747,266,197353.73,741.9313157894737,39.43984962406015,1590.73,27
