Metrica,High Spenders,Demais Clientes
Qtd Clientes,161.0,1441.0
Valor Total (R$),718121.8500000001,759094.11
Ticket Medio (R$),4460.384161490684,526.7828660652325
Freq Media Compras,2.3540372670807455,1.4684247050659265
Idade Media,43.968337730870715,43.413466097676626
% Feminino,72.04968944099379,72.58848022206801
% Masculino,27.95031055900621,27.133934767522554
