sigla,genero,qtd_clientes,pct_clientes,valor_total
CS,Feminino,138,55.64516129032258,148488.91
CS,Masculino,107,43.145161290322584,59767.51
CS,Nao Informado,2,0.8064516129032258,565.02
CS,Outro,1,0.4032258064516129,249.9
BS,Feminino,803,78.26510721247564,688067.52
BS,Masculino,222,21.637426900584796,238154.54
BS,Nao Informado,1,0.09746588693957114,658.5
NK,Feminino,94,75.2,87237.93000000001
NK,Masculino,31,24.8,26992.18
NR,Masculino,23,46.93877551020408,24332.83
NR,Feminino,26,53.06122448979592,11183.86
GS,Masculino,35,29.411764705882355,32178.269999999997
GS,Feminino,84,70.58823529411765,140577.72
NS,Feminino,25,52.083333333333336,7590.959999999999
NS,Masculino,23,47.91666666666667,11170.310000000001
