loja,valor,clientes
Havan,53021.61,143
Samsung,49161.06,16
Centauro,33190.47,90
Renner,33066.88,106
Atacadão,26554.21,116
Pittol,20470.37,61
Riachuelo,17022.65,67
Motorola,16877.0,9
Magazine Luiza,14359.74,5
JCanedo,14251.01,14
Cobasi,12544.2,83
Idéli.oui,12518.289999999999,28
Lojas Americanas,11407.26,64
Polo Wear,11176.09,43
Cia do Terno,10911.4,18
Tim,10684.0,7
Paquetá,7958.650000000001,22
Hering,7947.2300000000005,26
Bkko,7259.7,11
Superlegal Brinquedos,7022.3,36
