faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),113,101510.71,5.934873949579831
Gen X (1965-1980),537,602127.45,28.20378151260504
Gen Z (1997-2012),265,183579.24,13.918067226890757
Millennials (1981-1996),988,889302.79,51.89075630252101
Silent (antes 1946),1,2028.64,0.052521008403361345
