shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,18317,33681243.77,672.7080009179175,4119,18482893.8,1187.4595870730518,3159,6305874.86,809.7085783047629,4602,5622302.21,581.367597853017,6437,3270172.9,341.38936297580636,4593,22651080.17,1436.366389957369,4258,6074710.18,610.6428419614882,4673,3434224.66,424.28541829330163,4793,1521228.76,238.25550656847153,2630,32.17
Garten Shopping,14061,19373991.0,584.5739387643063,2430,9137670.94,1349.5364010499063,2216,3624783.13,632.6248475353475,3791,3974726.57,476.1232176393743,5624,2636810.36,308.22206938201276,2285,10774413.04,1775.8386232294881,3029,4269234.16,522.163514872338,3904,2839234.23,384.8774552656281,4843,1491109.57,222.52901651459962,1208,18.5
Neumarkt Shopping,12157,18875102.19,566.3934033077599,3135,10780372.12,929.6750401680778,2145,3315290.22,613.3467408175072,2967,2970379.05,488.3825602711058,3910,1809060.8,308.5558919968257,2468,11717721.37,1406.3763181297547,2567,3647738.28,533.9542509959405,3184,2335301.55,384.0290072087459,3938,1174340.99,208.55737166302083,1405,18.03
Continente Shopping,13959,17095814.5,492.7395455508494,2035,6478088.18,847.2639803334769,2107,3629796.25,683.8955219335141,3746,4129309.54,506.7254879521993,6071,2858620.5300000003,298.9305837230816,2096,8582482.64,1325.971109283121,2928,4139855.64,542.7942727926951,3993,2899170.54,375.48400281928076,4942,1474305.68,204.43274328055145,1048,16.33
Nações Shopping,7860,8532170.35,445.8714378615249,812,2680443.07,831.2202771462195,1061,1844850.57,637.3871235583565,2102,2292958.64,495.3487322765728,3885,1713918.07,286.2568502466108,1041,3946445.83,1159.2074652785855,1522,2137218.09,550.7334967378341,2135,1557312.25,395.5012433850335,3162,891194.18,194.5613515416028,470,8.15
Norte Shopping,5860,7145068.15,675.5988896162844,833,2723618.32,1526.7078568101272,952,1693629.66,1020.9236825826923,1533,1580407.6300000001,609.9708484652115,2542,1147412.54,306.9461809255305,886,3789119.43,2358.7211846619407,1101,1532464.52,675.2841478615536,1618,1167287.65,405.84976219149604,2255,656196.55,207.99545965389623,461,6.82
