shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Premium,1,Moda,2968782.49,53.18,4774,2297
Balneário Shopping,Premium,2,Joalheria,499938.08,8.95,305,274
Balneário Shopping,Premium,3,Beleza e Bem-estar,469062.67,8.4,1251,870
Balneário Shopping,Premium,4,Calçados,426965.66,7.65,735,604
Balneário Shopping,Premium,5,Esportes,252614.13,4.52,429,364
Balneário Shopping,Premium,6,Moda Feminina,239121.58000000002,4.28,204,175
Balneário Shopping,Premium,7,Gastronomia,201951.63,3.62,1959,957
Balneário Shopping,Premium,8,Eletrônicos,182164.26,3.26,90,88
Balneário Shopping,Premium,9,Ótica,172979.32,3.1,122,108
Balneário Shopping,Premium,10,Telefonia,169336.2,3.03,58,52
Balneário Shopping,VIP,1,Moda,7345639.21,44.05,9983,3379
Balneário Shopping,VIP,2,Joalheria,3625765.14,21.74,824,639
Balneário Shopping,VIP,3,Beleza e Bem-estar,1128075.73,6.76,2659,1582
Balneário Shopping,VIP,4,Moda Feminina,982492.26,5.89,628,475
Balneário Shopping,VIP,5,Eletrônicos,816057.41,4.89,245,192
Balneário Shopping,VIP,6,Calçados,777364.33,4.66,1260,930
Balneário Shopping,VIP,7,Casa e Decoração,607929.71,3.65,700,500
Balneário Shopping,VIP,8,Gastronomia,572177.36,3.43,5406,1728
Balneário Shopping,VIP,9,Ótica,456095.43,2.73,213,173
Balneário Shopping,VIP,10,Esportes,365885.99,2.19,740,572
Continente Shopping,Premium,1,Moda,1499519.62,45.77,2938,1416
Continente Shopping,Premium,2,Ótica,272410.26,8.32,140,130
Continente Shopping,Premium,3,Telefonia,260042.75,7.94,94,86
Continente Shopping,Premium,4,Calçados,233346.53,7.12,588,464
Continente Shopping,Premium,5,Joalheria,217907.05,6.65,160,142
Continente Shopping,Premium,6,Esportes,199554.46,6.09,558,396
Continente Shopping,Premium,7,Gastronomia,189966.09,5.8,2765,882
Continente Shopping,Premium,8,Eletrodomésticos,163618.09,4.99,289,193
Continente Shopping,Premium,9,Beleza e Bem-estar,158911.11000000002,4.85,729,486
Continente Shopping,Premium,10,Não informado,80831.35,2.47,107,94
Continente Shopping,VIP,1,Moda,1987033.36,34.49,4119,1478
Continente Shopping,VIP,2,Joalheria,982664.04,17.06,294,224
Continente Shopping,VIP,3,Telefonia,815980.0,14.16,222,135
Continente Shopping,VIP,4,Gastronomia,468907.09,8.14,7382,1150
Continente Shopping,VIP,5,Calçados,343207.13,5.96,831,583
Continente Shopping,VIP,6,Ótica,257735.93,4.47,117,101
Continente Shopping,VIP,7,Beleza e Bem-estar,239047.06,4.15,1178,637
Continente Shopping,VIP,8,Casa e Decoração,232937.21,4.04,221,176
Continente Shopping,VIP,9,Esportes,229647.13,3.99,713,482
Continente Shopping,VIP,10,Eletrodomésticos,203673.46,3.54,630,319
Garten Shopping,Premium,1,Moda,1498900.82,47.72,2923,1482
Garten Shopping,Premium,2,Calçados,330287.58,10.52,672,535
Garten Shopping,Premium,3,Joalheria,321156.37,10.23,214,193
Garten Shopping,Premium,4,Gastronomia,167288.12,5.33,1983,821
Garten Shopping,Premium,5,Telefonia,166258.65,5.29,72,63
Garten Shopping,Premium,6,Esportes,162070.37,5.16,371,299
Garten Shopping,Premium,7,Beleza e Bem-estar,156096.1,4.97,435,331
Garten Shopping,Premium,8,Casa e Decoração,136890.23,4.36,419,319
Garten Shopping,Premium,9,Ótica,102788.91,3.27,74,70
