perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,13364,165640135.87,12394.502833732417,7.980619574977552,18.51,65.65
Premium,11640,41392265.99,3556.036597079038,4.236426116838488,16.12,16.4
Potencial,18741,30564735.37,1630.9020527186383,3.1804065951656795,25.95,12.11
Pontual,28469,14726600.13,517.2854729705996,1.993326073975201,39.42,5.84
