quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,17.0,1.0,359.8,Global
40%,24.0,2.0,611.23,Global
60%,36.0,3.0,999.7879999999999,Global
80%,50.0,5.0,1895.012,Global
