perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,11956,40525087.55,10.328956172632987,4.500334560053529,4.752007360321177,4.60689193710271,13.859233857477417,3389.518865005018,16.56,38.7
Premium,19354,35309264.48,3.9167613929936964,3.5179291102614445,3.686473080500155,3.701663738762013,10.906065929523614,1824.3910550790533,26.8,33.72
Potencial,23625,21963990.09,2.133925925925926,2.7866666666666666,2.6227724867724866,2.598984126984127,8.00842328042328,929.6927022222222,32.72,20.98
Pontual,17279,6905047.84,1.3082354302911048,1.6735343480525493,1.5344637999884252,1.6503848602349673,4.858383008275942,399.62080212975286,23.93,6.59
