segmento,valor,clientes
Eletrodomésticos,13347.91,23
Telefonia,13281.08,6
Moda,6576.35,19
Beleza e Bem-estar,5694.24,4
Eletrônicos,5227.91,4
Infantil,3107.82,5
Gastronomia,1045.75,9
Casa e Decoração,909.8,6
Calçados,569.5,4
Pets,397.24,2
Supermercado,301.47999999999996,2
Joalheria,301.05,1
Livrarias,181.86,3
Papelaria,145.8,2
Esportes,109.98,2
Gastronomia - Sorvetes,16.0,1
