faixa_etaria,qtd_clientes,valor_total,pct_clientes
Boomers (1946-1964),546,596123.11,8.944954128440367
Gen X (1965-1980),1880,2071568.89,30.799475753604195
Gen Z (1997-2012),765,584408.52,12.532765399737878
Millennials (1981-1996),2890,2649604.22,47.34600262123198
Silent (antes 1946),23,25688.68,0.37680209698558326
