perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,4547,20342876.03,4473.911596657137,6.462502749065318,14.22,53.47
Premium,6114,8519077.12,1393.3721164540398,4.742721622505725,19.11,22.39
Potencial,7908,5708337.95,721.8434433485079,3.3970662620131513,24.72,15.0
Pontual,13418,3477552.71,259.17071918318675,2.0895811596363094,41.95,9.14
