shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,9992,16855184.24,648.0073139146249,2730,9355904.0,1123.923182708845,1900,3288007.21,681.0478335448269,2633,2891723.35,483.9433751275614,2729,1319549.68,307.20593675109757,2192,11056193.99,1659.8664371196173,2224,3153092.03,573.9633018511039,2414,1759018.01,390.27448169289056,3162,886880.21,195.3968590592151,1645,44.3
Continente Shopping,6564,6256820.45,383.0363838345969,1263,2124893.35,538.2402428228432,1188,1470532.58,496.1161732254987,1944,1715757.83,365.4645311567133,2169,945636.6900000001,246.47502740640846,685,2632745.48,1416.002216679387,1184,1636159.77,474.3581410499359,1661,1192283.59,307.5867969750107,3034,795631.61,155.48701261908275,452,16.44
Neumarkt Shopping,5938,6180519.08,374.0410346092919,1792,3022871.44,477.3456996937064,1227,1332295.78,417.37075407086127,1561,1267044.83,342.68364455593047,1358,558307.03,234.61641035500662,724,2941274.78,1224.7959743449806,1105,1534118.1300000001,464.3851145826212,1447,1037460.1,299.0840151976334,2662,667666.07,145.8990445076774,470,16.24
Garten Shopping,5733,5681783.43,382.1152656487893,1220,2188873.63,603.1956977435889,1111,1284502.1,396.69671457807283,1657,1433323.29,337.9602577454985,1745,775084.41,260.1936216256738,628,2447110.59,1302.4403056335439,1066,1465489.76,433.88688730295627,1547,1118219.28,327.43226661434056,2492,650963.8,161.98762749169637,414,14.93
Norte Shopping,3002,2622276.44,421.1804631384657,514,869018.28,668.9409375137743,568,669965.9,617.4458268569368,813,656947.4400000001,384.37721592073746,1107,426344.82,232.46630737244288,276,1106588.39,2023.3566263002822,450,614451.82,549.853541801059,723,519700.76,316.8197228337862,1553,381535.47000000003,147.74151195331106,194,6.89
Nações Shopping,758,451260.17,219.49160606787245,203,176352.82,259.12141937619157,141,116168.35,223.83615555139784,164,92551.89,278.9763693863724,250,66187.11,145.839867015873,42,158962.8,1073.3120861798125,85,115765.61,394.2630968205988,116,81656.21,296.79618971115093,515,94875.55,103.60156998767145,24,1.19
