loja,valor,clientes
Casas Bahia,149072.06,75
Havan,115878.91,326
Magazine Luiza,102942.43000000001,59
Atacadão,87297.97,288
Kalunga,56798.46,205
CVC,54581.54,4
Renner,48728.81,180
Pittol,40647.29,144
Riachuelo,39843.69,158
Centauro,33893.92,95
Samsung,28896.0,9
NXT Eletric,24090.0,3
Idéli.oui,23963.9,57
Mannes,21700.0,2
Game Mania,21637.399999999998,20
Claro,18477.8,7
Cobasi,18213.09,120
Brando Bike,16782.0,11
Paquetá,14142.24,40
Superlegal Brinquedos,13879.83,65
