genero,qtd_clientes,valor_total,pct_clientes
Feminino,1346,1329314.16,77.26750861079219
Masculino,393,436341.95,22.560275545350173
Nao Informado,2,1177.0,0.1148105625717566
Outro,1,258.0,0.0574052812858783
