loja,valor,clientes
Zara,1456842.62,1605
VIVARA,134577.34,24
Vivara,22237.0,5
Reserva,17459.0,11
Jorge Bischoff,16959.2,17
Life Vivara,9360.0,3
Lindt,8937.72,26
Sephora,7082.8099999999995,9
TIM,6499.0,1
Carter´s ,6368.6,11
Renner,5412.8,15
OAKLEY,5365.0,3
PANDORA,4333.5,3
Diesel,3785.0,1
Usaflex,3639.87,7
Souq ,3612.2,4
Vix Varejo,3270.0,2
Milon,3030.5,9
RAVN,2965.0,6
World Tennis,2708.9300000000003,4
