dia_semana,valor,transacoes
Domingo,43713.21,243
Quarta,16194.849999999999,86
Quinta,14877.69,98
Sabado,30693.65,204
Segunda,14121.2,113
Sexta,16205.67,125
Terca,10708.84,68
