faixa_etaria,qtd_hs,valor_total,ticket_medio,pct_hs
16-24 (Gen Z),29,97387.74,3358.1979310344827,4.906937394247039
25-39 (Millennials),229,826243.08,3608.0483842794756,38.74788494077834
40-54 (Gen X),244,882145.44,3615.350163934426,41.28595600676819
55-69 (Boomers),72,257314.25,3573.809027777778,12.18274111675127
70+ (Silent),17,51499.86,3029.403529411765,2.8764805414551606
