shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Continente Shopping,CS,2404,430,381237.81,886.5995581395349,38.60232558139535,1844.025,43
Balneário Shopping,BS,1715,413,504979.87,1222.711549636804,40.535108958837775,2675.784,42
Neumarkt Shopping,NK,2186,495,394510.13,796.9901616161616,41.70647773279352,1813.0040000000004,50
Norte Shopping,NR,5541,2232,2509617.02,1124.3803853046595,40.56303275011216,2299.036,224
Garten Shopping,GS,2079,468,336223.47,718.4262179487179,39.05555555555556,1652.315,47
Nações Shopping,NS,6560,1992,1846577.16,926.9965662650602,39.17386934673367,1761.5490000000002,200
