faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),290,130,0,1
25-39 (Millennials),1775,837,1,7
40-54 (Gen X),1530,701,0,6
55-69 (Boomers),369,181,0,1
70+ (Silent),49,23,0,0
Nao Informado,4,2,0,0
