sigla,segmento,valor,clientes
CS,Moda,94948.92,187
CS,Gastronomia,55452.56,276
CS,Telefonia,31105.08,9
CS,Esportes,29494.75,62
CS,Eletrônicos,29299.0,5
CS,Calçados,18961.35,64
CS,Beleza e Bem-estar,18220.89,99
CS,Infantil,14911.17,53
CS,Eletrodomésticos,12727.710000000001,86
CS,Serviços,11264.0,13
CS,Joalheria,11249.32,11
CS,Ótica,9961.0,10
CS,Pets,8449.7,47
CS,Vestuário feminino,7985.91,11
CS,Livrarias,7735.07,49
CS,Moda Feminina,4926.2300000000005,10
CS,Presentes e Acessórios,4216.700000000001,13
CS,Farmácias,4200.24,48
CS,Papelaria,3883.0099999999998,45
CS,Casa e Decoração,1740.1,23
BS,Moda,203956.7,246
BS,Beleza e Bem-estar,41592.12,120
BS,Moda Feminina,37462.18,21
BS,Joalheria,35790.3,19
BS,Gastronomia,32654.75,186
BS,Ótica,27731.4,10
BS,Infantil,25277.76,62
BS,Calçados,19778.8,47
BS,Esportes,17135.06,34
BS,Casa e Decoração,14807.29,25
BS,Eletrodomésticos,10262.7,6
BS,Presentes e Acessórios,9174.59,40
BS,Papelaria,7012.76,52
BS,Livrarias,5859.22,55
BS,Eletrônicos,5540.0,6
BS,Telefonia,3557.0,1
BS,Supermercado,2533.14,34
BS,Farmácias,2095.27,22
BS,Calçados Femininos,1196.0,1
BS,Suplementos esportivos,808.94,3
NK,Moda,133462.14,228
NK,Gastronomia,41745.96,264
NK,Calçados,30698.9,87
NK,Casa e Decoração,25277.28,97
NK,Joalheria,20778.0,15
NK,Beleza e Bem-estar,20443.13,85
NK,Eletrônicos,20322.18,14
NK,Ótica,19868.9,11
NK,Esportes,15863.550000000001,43
NK,Infantil,10060.66,39
NK,Livrarias,7945.5599999999995,68
NK,Pets,7859.53,50
NK,Papelaria,7624.89,64
NK,Farmácias,7196.0199999999995,56
NK,Presentes e Acessórios,7081.6,27
NK,Moda Feminina,5852.95,9
NK,Eletrodomésticos,5700.08,74
NK,Telefonia,5535.0,5
NK,Serviços,841.8,24
NK,Lazer,232.0,5
NR,Casa e Decoração,507232.26,567
NR,Moda,421922.54,680
NR,Eletrodomésticos,399977.61,322
NR,Telefonia,159006.58,80
NR,Calçados,140509.82,328
NR,Beleza e Bem-estar,139847.45,417
NR,Supermercado,135900.36000000002,281
NR,Esportes,123128.92,226
NR,Eletrônicos,104812.59,54
NR,Serviços,94132.03,218
NR,Outros,65466.99,39
NR,Gastronomia,44359.72,341
NR,Joalheria,42658.14,62
NR,Papelaria,32403.22,85
NR,Ótica,30603.03,39
NR,Infantil,27860.97,89
NR,Pets,17198.03,102
NR,Livrarias,11555.61,76
NR,Presentes e Acessórios,8656.2,51
NR,Gastronomia - Sorvetes,1224.55,43
GS,Moda,131640.62,259
GS,Gastronomia,41970.67,271
GS,Casa e Decoração,24519.07,76
GS,Calçados,18816.12,60
GS,Esportes,18706.28,53
GS,Beleza e Bem-estar,16612.9,50
GS,Ótica,16079.06,14
GS,Moda Feminina,10243.279999999999,7
GS,Infantil,8782.13,52
GS,Joalheria,7976.5,12
GS,Telefonia,7786.74,10
GS,Farmácias,7550.25,58
GS,Presentes e Acessórios,7135.21,39
GS,Pets,5690.29,42
GS,Livrarias,4121.8,44
GS,Papelaria,3040.63,47
GS,Eletrônicos,2113.9,2
GS,Kids,1865.72,23
GS,Salão de Beleza | Barbearia,522.0,3
GS,Serviços,389.0,17
NS,Moda,671598.36,945
NS,Casa e Decoração,170416.63999999998,274
NS,Gastronomia,169965.37,505
NS,Joalheria,146113.41,78
NS,Eletrônicos,116655.01,35
NS,Calçados Femininos,112047.67,120
NS,Beleza e Bem-estar,107602.88,317
NS,Calçados,92959.17,209
NS,Esportes,86833.93000000001,159
NS,Presentes e Acessórios,51129.259999999995,68
NS,Infantil,38278.39,127
NS,Pets,35435.42,174
NS,Livrarias,16674.37,99
NS,Farmácias,8530.12,74
NS,Eletrodomésticos,8056.75,61
NS,Ótica,6997.55,16
NS,Papelaria,5299.86,37
NS,Serviços,1924.0,136
NS,Outros,59.0,1
