faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),237245.97,118079.08,0.0,0.0
Gen X (1965-1980),1145421.5,611400.88,0.0,3691.2000000000003
Gen Z (1997-2012),543147.66,322148.01,33.89,3162.59
Millennials (1981-1996),1972944.04,992012.52,0.0,5540.6
Nao Informado,0.0,1980.03,0.0,0.0
Silent (antes 1946),15130.49,1207.0,0.0,0.0
