quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,50.0,1.0,199.9,Global
40%,84.0,2.0,424.93,Global
60%,86.0,3.0,769.988,Global
80%,87.0,6.0,1549.968,Global
