shopping_principal,qtd_clientes,valor_total,ticket_medio,vip_hist,vip_valor_hist,vip_ticket_hist,premium_hist,premium_valor_hist,premium_ticket_hist,potencial_hist,potencial_valor_hist,potencial_ticket_hist,pontual_hist,pontual_valor_hist,pontual_ticket_hist,vip_periodo,vip_valor_periodo,vip_ticket_periodo,premium_periodo,premium_valor_periodo,premium_ticket_periodo,potencial_periodo,potencial_valor_periodo,potencial_ticket_periodo,pontual_periodo,pontual_valor_periodo,pontual_ticket_periodo,high_spenders,pct_valor
Balneário Shopping,4410,6709192.72,497.279503053708,1614,4229273.94,663.9683687100314,856,1187044.54,537.5642347084947,983,888701.49,418.66408097372147,957,404172.75,260.8734429061882,907,4331120.53,1184.2066994640475,878,1253262.83,538.9048682899618,981,718425.84,380.42660977174086,1644,406383.52,165.79693035784507,672,32.78
Neumarkt Shopping,3337,3803068.04,327.7751012200745,1315,2481296.56,395.55617276811813,618,562457.79,346.69836305482636,721,489075.24,287.9745542424591,683,270238.45,222.16676955288082,462,2070618.3,928.6736473013873,557,790830.68,383.05635004685195,793,572144.05,303.9022518351255,1525,369475.01,137.95502625363707,333,18.58
Continente Shopping,3756,3766812.71,313.2489597233966,979,1829398.09,421.0578428752155,701,769122.06,382.29220998202663,978,748843.41,278.77801669671595,1098,419449.15,203.74838344212458,467,1806594.81,999.7565465452357,648,915585.92,369.0054789287607,896,638374.89,278.05873291047845,1745,406257.09,126.88860197755128,313,18.4
Garten Shopping,3144,3565403.48,435.126185462199,965,2102555.87,790.6234228777365,646,615837.08,342.2909940566372,789,564482.0,285.46338992178113,744,282528.53,213.3528591495497,393,1927615.97,1844.0898273151656,538,758435.91,411.9073006526218,725,525580.22,294.27389548849806,1488,353771.38,140.02333533469218,257,17.42
Norte Shopping,1526,1393985.22,365.81042666161824,419,662805.83,488.5834214625731,335,320676.61,392.48994467967003,362,262204.27,369.6193945336687,410,148298.51,215.18025659496038,172,661009.24,1546.5852440425058,224,315537.76,417.7422498264812,340,247504.75,297.33936052440924,790,169933.47,123.4739273049208,117,6.81
Nações Shopping,1592,1230039.5,271.3767995768055,362,580181.74,375.1604249783988,273,212368.42,276.7902288295152,437,261577.02,270.9565396198005,520,175912.32,196.638559230353,138,487218.12,901.4183671141511,212,292595.62,416.0670812582723,357,257238.12,295.0321079399903,885,192987.64,128.9304480262048,85,6.01
