perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,2539,11284176.97,4444.339098070107,10.458054352107128,14.29,55.13
Premium,3057,4326248.72,1415.1942165521752,6.28459273797841,17.21,21.14
Potencial,4092,2959267.87,723.1837414467253,3.861925708699902,23.03,14.46
Pontual,8077,1898808.11,235.0882889686765,2.180512566546985,45.47,9.28
