perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,5654,82012723.29,14505.25703749558,7.372656526353024,31.83,79.01
Premium,3429,12313095.58,3590.8706853310005,3.9116360454943133,19.3,11.86
Potencial,4270,7142139.91,1672.6322974238876,3.2484777517564405,24.04,6.88
Pontual,4412,2336429.99,529.5625543970989,2.3143699002719855,24.84,2.25
