perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,979,18016891.76,18403.36236976507,2.310520939734423,36.74,86.69
Premium,444,1577821.59,3553.6522297297297,1.662162162162162,16.66,7.59
Potencial,505,843733.93,1670.7602574257426,1.5128712871287129,18.95,4.06
Pontual,737,344256.88,467.10567164179105,1.2483039348710991,27.65,1.66
