perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,280,1339393.03,4783.546535714286,3.625,10.51,49.44
Premium,410,575976.76,1404.8213658536586,2.3902439024390243,15.38,21.26
Potencial,659,469768.43,712.8504248861911,1.6904400606980272,24.73,17.34
Pontual,1316,324195.42,246.34910334346503,1.196808510638298,49.38,11.97
