perfil_cliente,qtd_clientes,valor_total,frequencia_media,R_score_medio,F_score_medio,V_score_medio,score_total_medio,ticket_medio,pct_clientes,pct_valor
VIP,413,1011521.71,3.6634382566585955,4.49636803874092,4.7409200968523,4.5907990314769975,13.828087167070217,2449.2051089588376,15.5,37.33
Premium,753,889525.17,1.9827357237715804,3.5657370517928286,3.8313413014608235,3.5232403718459495,10.920318725099602,1181.3083266932272,28.26,32.83
Potencial,875,636702.66,1.1954285714285715,2.776,2.5782857142857143,2.6525714285714286,8.006857142857143,727.6601828571429,32.83,23.5
Pontual,624,171584.1,1.0128205128205128,1.641025641025641,1.435897435897436,1.8028846153846154,4.8798076923076925,274.97451923076926,23.41,6.33
