perfil_cliente,qtd_clientes,valor_total,ticket_medio,frequencia_media,pct_clientes,pct_valor
VIP,558,2156492.16,3864.681290322581,6.184587813620071,10.65,43.48
Premium,876,1226571.72,1400.1960273972602,4.760273972602739,16.72,24.73
Potencial,1345,969102.75,720.5224907063197,3.5234200743494424,25.68,19.54
Pontual,2459,607214.16,246.9354046360309,2.1411142740951608,46.95,12.24
