shopping,perfil_historico,ranking,segmento,valor,pct_valor,cupons,clientes
Balneário Shopping,Pontual,1,Moda,33272.46,45.7,116,83
Balneário Shopping,Pontual,2,Calçados,9634.85,13.23,27,27
Balneário Shopping,Pontual,3,Beleza e Bem-estar,7834.48,10.76,37,30
Balneário Shopping,Pontual,4,Infantil,7376.14,10.13,28,23
Balneário Shopping,Pontual,5,Gastronomia,5238.89,7.19,69,48
Balneário Shopping,Pontual,6,Esportes,4536.610000000001,6.23,11,11
Balneário Shopping,Pontual,7,Moda Feminina,1779.0,2.44,5,4
Balneário Shopping,Pontual,8,Livrarias,1364.1,1.87,12,11
Balneário Shopping,Pontual,9,Supermercado,906.83,1.25,19,17
Balneário Shopping,Pontual,10,Presentes e Acessórios,869.73,1.19,9,7
Balneário Shopping,Potencial,1,Moda,72163.2,51.65,172,101
Balneário Shopping,Potencial,2,Beleza e Bem-estar,17966.18,12.86,63,42
Balneário Shopping,Potencial,3,Calçados,10963.35,7.85,25,22
Balneário Shopping,Potencial,4,Gastronomia,9062.37,6.49,72,42
Balneário Shopping,Potencial,5,Esportes,6774.6,4.85,19,18
Balneário Shopping,Potencial,6,Moda Feminina,5393.18,3.86,11,10
Balneário Shopping,Potencial,7,Infantil,5220.38,3.74,23,20
Balneário Shopping,Potencial,8,Joalheria,4746.0,3.4,6,6
Balneário Shopping,Potencial,9,Ótica,4603.0,3.29,6,6
Balneário Shopping,Potencial,10,Presentes e Acessórios,2825.25,2.02,18,15
Balneário Shopping,Premium,1,Moda,58604.49,51.16,126,65
Balneário Shopping,Premium,2,Calçados,13167.77,11.49,20,19
Balneário Shopping,Premium,3,Joalheria,10550.0,9.21,5,5
Balneário Shopping,Premium,4,Infantil,7318.71,6.39,18,16
Balneário Shopping,Premium,5,Beleza e Bem-estar,6612.95,5.77,35,24
Balneário Shopping,Premium,6,Esportes,5511.200000000001,4.81,13,11
Balneário Shopping,Premium,7,Moda Feminina,3702.8,3.23,4,4
Balneário Shopping,Premium,8,Eletrônicos,3423.0,2.99,2,2
Balneário Shopping,Premium,9,Gastronomia,2945.52,2.57,50,32
Balneário Shopping,Premium,10,Ótica,2723.0,2.38,2,2
Balneário Shopping,VIP,1,Moda,379471.3,51.1,675,322
Balneário Shopping,VIP,2,Beleza e Bem-estar,74236.08,10.0,236,162
Balneário Shopping,VIP,3,Joalheria,65701.05,8.85,27,25
Balneário Shopping,VIP,4,Calçados,60252.56,8.11,71,56
Balneário Shopping,VIP,5,Moda Feminina,42970.49,5.79,40,34
Balneário Shopping,VIP,6,Gastronomia,38274.3,5.15,420,187
Balneário Shopping,VIP,7,Infantil,35773.42,4.82,134,94
Balneário Shopping,VIP,8,Casa e Decoração,17845.510000000002,2.4,32,28
Balneário Shopping,VIP,9,Esportes,14841.26,2.0,37,30
Balneário Shopping,VIP,10,Ótica,13310.43,1.79,9,9
Continente Shopping,Pontual,1,Moda,37734.57,44.22,128,97
Continente Shopping,Pontual,2,Calçados,12467.89,14.61,42,40
Continente Shopping,Pontual,3,Esportes,11922.87,13.97,31,28
Continente Shopping,Pontual,4,Gastronomia,6345.6,7.44,113,69
Continente Shopping,Pontual,5,Beleza e Bem-estar,5364.35,6.29,32,29
Continente Shopping,Pontual,6,Eletrodomésticos,4973.05,5.83,21,21
Continente Shopping,Pontual,7,Infantil,2970.07,3.48,11,11
Continente Shopping,Pontual,8,Presentes e Acessórios,1332.0,1.56,5,5
Continente Shopping,Pontual,9,Livrarias,1251.2,1.47,9,8
Continente Shopping,Pontual,10,Farmácias,973.82,1.14,13,13
Continente Shopping,Potencial,1,Moda,67418.56,54.16,160,105
Continente Shopping,Potencial,2,Esportes,12723.95,10.22,27,23
Continente Shopping,Potencial,3,Calçados,10213.4,8.2,23,20
Continente Shopping,Potencial,4,Gastronomia,9122.56,7.33,139,60
Continente Shopping,Potencial,5,Beleza e Bem-estar,5919.58,4.76,34,27
Continente Shopping,Potencial,6,Moda Feminina,5343.76,4.29,13,10
Continente Shopping,Potencial,7,Eletrodomésticos,5317.92,4.27,21,17
Continente Shopping,Potencial,8,Joalheria,3199.5,2.57,5,5
Continente Shopping,Potencial,9,Infantil,2727.7200000000003,2.19,16,14
Continente Shopping,Potencial,10,Ótica,2494.0,2.0,3,3
Continente Shopping,Premium,1,Moda,45551.78,37.48,125,72
Continente Shopping,Premium,2,Ótica,18361.36,15.11,8,7
Continente Shopping,Premium,3,Esportes,13919.88,11.45,27,24
Continente Shopping,Premium,4,Gastronomia,13138.89,10.81,207,73
Continente Shopping,Premium,5,Calçados,7855.64,6.46,24,17
Continente Shopping,Premium,6,Telefonia,7236.0,5.95,4,2
Continente Shopping,Premium,7,Beleza e Bem-estar,5585.29,4.6,31,25
Continente Shopping,Premium,8,Eletrodomésticos,4077.3100000000004,3.35,30,23
Continente Shopping,Premium,9,Joalheria,3840.0,3.16,4,4
Continente Shopping,Premium,10,Moda Feminina,1979.52,1.63,6,5
Continente Shopping,VIP,1,Moda,150379.93,41.17,423,206
Continente Shopping,VIP,2,Gastronomia,43567.92,11.93,794,234
Continente Shopping,VIP,3,Joalheria,40101.9,10.98,14,12
Continente Shopping,VIP,4,Esportes,23480.48,6.43,90,73
Continente Shopping,VIP,5,Eletrônicos,22702.8,6.22,5,4
Continente Shopping,VIP,6,Calçados,19682.95,5.39,69,57
Continente Shopping,VIP,7,Telefonia,19287.2,5.28,10,8
Continente Shopping,VIP,8,Moda Feminina,18145.25,4.97,48,30
Continente Shopping,VIP,9,Beleza e Bem-estar,15318.96,4.19,108,84
