quantil,recencia_dias,frequencia,valor_periodo,escopo
20%,2.0,1.0,209.736,Global
40%,4.0,2.0,419.7320000000001,Global
60%,8.0,3.0,707.4639999999999,Global
80%,13.0,5.0,1289.6580000000001,Global
