cliente_id,valor_periodo,frequencia,recencia_dias,shopping_principal,genero,segmento_principal,R_score,F_score,V_score,score_total,perfil_quintis
136,1906.78,13,7,Garten Shopping,Masculino,Gastronomia,3,5,5,13,VIP
152,4667.2699999999995,34,1,Garten Shopping,Feminino,Gastronomia,5,5,5,15,VIP
164,846.5600000000001,18,0,Nações Shopping,Feminino,Gastronomia,5,5,4,14,VIP
168,237.9,6,1,Continente Shopping,Feminino,Gastronomia,5,5,2,12,Premium
169,813.0400000000001,10,10,Continente Shopping,Masculino,Gastronomia,2,5,4,11,Premium
177,532.42,11,0,Nações Shopping,Feminino,Pets,5,5,3,13,VIP
195,3413.55,8,4,Continente Shopping,Feminino,Moda,4,5,5,14,VIP
235,66.33,1,11,Continente Shopping,Masculino,Gastronomia,2,1,1,4,Pontual
241,1707.0,1,12,Balneário Shopping,Feminino,Moda,2,1,5,8,Potencial
266,33.9,1,12,Norte Shopping,Feminino,Livrarias,2,1,1,4,Pontual
272,557.2199999999999,8,4,Norte Shopping,Feminino,Eletrodomésticos,4,5,3,12,Premium
334,9.0,1,0,Nações Shopping,Feminino,Serviços,5,1,1,7,Potencial
349,240.49,2,3,Norte Shopping,Masculino,Calçados,4,2,2,8,Potencial
375,1855.83,30,4,Garten Shopping,Feminino,Gastronomia,4,5,5,14,VIP
382,340.47,6,2,Balneário Shopping,Feminino,Moda,5,5,2,12,Premium
568,30.0,1,30,Neumarkt Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
610,46.0,2,26,Neumarkt Shopping,Masculino,Gastronomia,1,2,1,4,Pontual
617,49.94,1,18,Garten Shopping,Feminino,Gastronomia,1,1,1,3,Pontual
649,74.0,4,23,Continente Shopping,Masculino,Gastronomia,1,4,1,6,Pontual
741,81.0,2,6,Continente Shopping,Feminino,Beleza e Bem-estar,3,2,1,6,Pontual
878,264.78,3,12,Garten Shopping,Feminino,Casa e Decoração,2,3,2,7,Potencial
907,198.95999999999998,3,25,Nações Shopping,Feminino,Beleza e Bem-estar,1,3,1,5,Pontual
985,28.0,2,0,Neumarkt Shopping,Masculino,Serviços,5,2,1,8,Potencial
986,239.47,6,0,Nações Shopping,Feminino,Casa e Decoração,5,5,2,12,Premium
1007,4453.09,5,3,Neumarkt Shopping,Feminino,Moda,4,4,5,13,VIP
