shopping,sigla,transacoes,clientes,valor_total,ticket_medio,idade_media,threshold_hs,qtd_high_spenders
Balneário Shopping,BS,7443,1593,1310313.6600000001,822.5446704331451,36.91075949367089,1798.52,160
Continente Shopping,CS,4991,1205,1354196.1600000001,1123.8142406639006,38.51414309484193,2562.0880000000043,121
Neumarkt Shopping,NK,8387,1584,1385157.81,874.4683143939394,38.791111111111114,2000.349000000001,159
Garten Shopping,GS,6300,1629,1056689.25,648.6735727440147,35.979553903345725,1469.9240000000002,163
Norte Shopping,NR,3761,813,586020.98,720.8130135301353,37.32841328413284,1614.7980000000005,82
Nações Shopping,NS,3759,852,579740.16,680.4461971830987,35.275739644970415,1569.023,86
