sigla,segmento,valor,clientes
CS,Moda,453665.79,737
CS,Gastronomia,166031.05,910
CS,Calçados,98560.1,242
CS,Esportes,88468.37,227
CS,Eletrodomésticos,74954.55,325
CS,Joalheria,69394.72,43
CS,Beleza e Bem-estar,65581.07,340
CS,Telefonia,62254.96,22
CS,Ótica,46166.26,20
CS,Farmácias,26925.83,192
CS,Eletrônicos,22972.65,13
CS,Papelaria,18536.86,188
CS,Não informado,17717.78,26
CS,Moda Feminina,15477.64,21
CS,Presentes e Acessórios,14263.720000000001,54
CS,Livrarias,13651.24,152
CS,Pets,12990.79,80
CS,Infantil,12014.82,49
CS,Serviços,11075.89,77
CS,Casa e Decoração,7297.71,66
BS,Moda,518574.99,670
BS,Gastronomia,128680.16,571
BS,Beleza e Bem-estar,115394.57,282
BS,Joalheria,85799.91,35
BS,Esportes,81252.76,151
BS,Moda Feminina,80286.6,41
BS,Infantil,63508.63,205
BS,Presentes e Acessórios,60442.15,114
BS,Calçados,58357.32,144
BS,Ótica,35188.26,27
BS,Casa e Decoração,32999.46,65
BS,Eletrônicos,23645.2,13
BS,Calçados Femininos,22022.29,43
BS,Livrarias,15813.24,138
BS,Eletrodomésticos,10094.18,6
BS,Farmácias,9876.67,74
BS,Supermercado,6096.26,83
BS,Telefonia,2084.0,3
BS,Serviços,1537.5,32
BS,Suplementos esportivos,962.9100000000001,4
NK,Moda,377148.98,668
NK,Gastronomia,206352.37,852
NK,Calçados,99845.12,226
NK,Beleza e Bem-estar,96311.39,368
NK,Esportes,89939.90000000001,212
NK,Casa e Decoração,87469.29,310
NK,Joalheria,78359.85,58
NK,Ótica,76171.77,27
NK,Infantil,43257.79,147
NK,Moda Feminina,40255.67,46
NK,Farmácias,26850.12,203
NK,Eletrodomésticos,25505.21,275
NK,Livrarias,24037.97,191
NK,Papelaria,23190.13,208
NK,Presentes e Acessórios,20922.99,83
NK,Pets,19556.97,118
NK,Eletrônicos,18735.2,37
NK,Telefonia,17554.97,12
NK,Gastronomia - Restaurante,7687.12,28
NK,Lazer,3349.0,41
NR,Moda,240266.58,484
NR,Casa e Decoração,118425.02,316
NR,Supermercado,97586.69,326
NR,Gastronomia,79913.63,536
NR,Calçados,78654.47,221
NR,Esportes,76630.37,200
NR,Eletrônicos,65957.2,43
NR,Eletrodomésticos,64285.06,220
NR,Beleza e Bem-estar,47796.53,255
NR,Telefonia,45201.77,48
NR,Joalheria,21479.55,31
NR,Presentes e Acessórios,21245.74,123
NR,Farmácias,16122.130000000001,111
NR,Infantil,15945.61,88
NR,Pets,14431.93,105
NR,Fast Food,11454.65,104
NR,Papelaria,11320.25,106
NR,Outros,10033.0,4
NR,Livrarias,7041.5,79
NR,Ótica,4123.16,9
GS,Moda,176905.06,365
GS,Gastronomia,89602.39,489
GS,Calçados,46953.97,113
GS,Joalheria,41158.49,26
GS,Beleza e Bem-estar,38990.88,124
GS,Casa e Decoração,32369.329999999998,146
GS,Esportes,29569.58,75
GS,Eletrodomésticos,21472.55,9
GS,Infantil,16837.35,83
GS,Presentes e Acessórios,14796.68,69
GS,Telefonia,13549.949999999999,6
GS,Farmácias,12316.75,88
GS,Ótica,10981.32,10
GS,Papelaria,9328.13,99
GS,Livrarias,6899.62,80
GS,Pets,6595.79,57
GS,Moda Feminina,5538.24,16
GS,Gastronomia - Restaurante,3157.88,39
GS,Kids,2584.67,30
GS,Eletrônicos,1979.8,5
NS,Moda,234085.16,401
NS,Gastronomia,124083.8,464
NS,Beleza e Bem-estar,28069.23,137
NS,Esportes,27928.29,69
NS,Farmácias,27267.97,128
NS,Calçados,26424.35,65
NS,Casa e Decoração,24316.19,103
NS,Eletrônicos,22186.9,4
NS,Joalheria,15836.970000000001,15
NS,Infantil,9203.67,54
NS,Pets,8730.66,68
NS,Livrarias,7492.39,87
NS,Eletrodomésticos,6675.0,111
NS,Não informado,3723.16,31
NS,Hub da Saúde,3006.0,1
NS,Ótica,2205.87,4
NS,Calçados Femininos,1827.9,3
NS,Presentes e Acessórios,1452.45,7
NS,Gastronomia - Sorvetes,1343.7,31
NS,Outros,1167.0,4
