faixa_etaria,Feminino,Masculino,Nao Informado,Outro
16-24 (Gen Z),607,191,1,2
25-39 (Millennials),2648,935,2,7
40-54 (Gen X),1841,705,0,1
55-69 (Boomers),245,96,0,0
70+ (Silent),29,11,0,0
Nao Informado,20,12,15,0
