Metrica,High Spenders,Demais Clientes
Qtd Clientes,737.0,6631.0
Valor Total (R$),2726836.8899999997,3545281.13
Ticket Medio (R$),3699.9143690637716,534.6525606997436
Freq Media Compras,10.569877883310719,4.0493138289850705
Idade Media,39.52304895468121,37.319611592246844
% Feminino,72.04884667571235,73.2770321218519
% Masculino,27.6797829036635,26.33087015533102
