faixa_etaria,Feminino,Masculino,Nao Informado,Outro
Boomers (1946-1964),136048.88,54437.76,0.0,0.0
Gen X (1965-1980),1048280.6900000001,362797.19,0.0,0.0
Gen Z (1997-2012),865445.09,349829.83,896.9,5592.4
Millennials (1981-1996),2520253.87,910687.63,473.1,1742.08
Nao Informado,869.0,879.3,10716.09,0.0
Silent (antes 1946),2648.79,519.42,0.0,0.0
