faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),240,190599.73,4.901960784313726
25-39 (Millennials),1954,1886512.46,39.91013071895425
40-54 (Gen X),2034,2369185.26,41.544117647058826
55-69 (Boomers),579,673569.93,11.825980392156863
70+ (Silent),87,75538.3,1.7769607843137254
Nao Informado,2,6760.22,0.04084967320261438
