loja,valor,clientes
Vivara ,589580.02,218
Renner,364803.97000000003,975
Riachuelo,195591.58,537
Havan,190442.5,622
Centauro,188880.31,430
Levi's,143298.04,194
C&A,142067.88,488
Brooksfield,136253.95,72
Shoulder,126634.54,129
Pittol,118729.74,415
Life Vivara,115843.84,165
Idéli Oui,115125.35,183
Makenji,98358.09,95
VIRUS 41,97605.29,159
IPLACE MOBILE,85369.88,32
Damyller,77161.0,92
Le Lis Blanc,76952.08,61
Bergerson,75065.9,10
Adidas,74112.43000000001,110
Arezzo,72481.26,119
