genero,qtd_clientes,valor_total,pct_clientes
Feminino,29858,71148427.66,65.84483747188285
Masculino,15412,32653988.34,33.98756229876946
Nao Informado,48,41345.5,0.1058527764301151
Outro,28,48525.0,0.06174745291756715
