dia_semana,valor,transacoes
Domingo,3274010.42,11130
Quarta,1906152.74,5893
Quinta,2385087.64,7541
Sabado,2560882.63,8521
Segunda,3570904.11,11015
Sexta,2282025.42,7267
Terca,2962620.48,8769
