faixa_etaria,qtd_clientes,valor_total,pct_clientes
16-24 (Gen Z),275,207416.28,5.2521008403361344
25-39 (Millennials),1820,1763627.92,34.75935828877005
40-54 (Gen X),2153,2655958.37,41.119174942704355
55-69 (Boomers),818,1096087.01,15.622612681436209
70+ (Silent),169,253243.03,3.2276546982429335
Nao Informado,1,101.8,0.019098548510313215
